transaction_id,from_account,to_account,amount,timestamp,channel,is_fraud,hour,day_of_week,is_weekend,is_night,amount_log,prev_txn_time,seconds_since_last_txn,days_since_last_txn,repeat_amount_count,unique_counterparties,transaction_patterns,txn_risk_score,avg_amt_7d,std_amt_7d,tx_count_7d
TX000110,ACC018,ACC048,48000,06:24.7,CARD,0,22,6,1,0,10.77897712,0,999999,11.5740625,3,13,['SMURFING_NEAR_THRESHOLD'],0.15,48000,0,1
TX000540,ACC030,ACC013,1200,10:24.7,IMPS,0,22,6,1,0,7.090909822,0,999999,11.5740625,3,12,[],0,1200,0,1
TX000261,ACC047,ACC031,25000,12:24.7,IMPS,0,22,6,1,0,10.1266711,0,999999,11.5740625,5,14,"['ROUND_NUMBER_TXN', 'RECURRING_PATTERN']",0.3,25000,0,1
TX000782,ACC007,ACC024,50000,57:24.7,CARD,0,23,6,1,1,10.81979828,0,999999,11.5740625,2,27,['ROUND_NUMBER_TXN'],0.15,50000,0,1
TX000355,ACC004,ACC015,100000,04:24.7,CARD,0,2,0,0,1,11.51293546,0,999999,11.5740625,3,17,['ROUND_NUMBER_TXN'],0.15,100000,0,1
TX000636,ACC036,ACC048,5000,59:24.7,CARD,0,2,0,0,1,8.517393171,28:24.7,52260,0.604861111,3,15,[],0,5000,0,2
TX000641,ACC041,ACC001,1200,43:24.7,UPI,0,3,0,0,1,7.090909822,45:24.7,25080,0.290277778,5,18,['RECURRING_PATTERN'],0.15,2466.666667,2193.931023,3
TX000726,ACC019,ACC003,48000,29:24.7,CARD,1,4,0,0,1,10.77897712,0,999999,11.5740625,2,20,['SMURFING_NEAR_THRESHOLD'],0.15,48000,0,1
TX000292,ACC044,ACC022,250000,35:24.7,CARD,0,5,0,0,1,12.4292202,0,999999,11.5740625,4,19,[],0,250000,0,1
TX000981,ACC016,ACC030,100000,41:24.7,UPI,1,5,0,0,1,11.51293546,0,999999,11.5740625,2,17,['ROUND_NUMBER_TXN'],0.15,100000,0,1
TX000021,ACC034,ACC008,50000,27:24.7,CARD,0,6,0,0,0,10.81979828,0,999999,11.5740625,3,17,['ROUND_NUMBER_TXN'],0.15,50000,0,1
TX000406,ACC045,ACC007,1200,24:24.7,IMPS,0,7,0,0,0,7.090909822,0,999999,11.5740625,4,17,[],0,1200,0,1
TX000295,ACC009,ACC035,10000,48:24.7,CARD,0,7,0,0,0,9.210440367,54:24.7,46440,0.5375,4,23,['ROUND_NUMBER_TXN'],0.15,10000,0,2
TX000508,ACC031,ACC010,250000,35:24.7,CARD,0,8,0,0,0,12.4292202,50:24.7,67500,0.78125,3,17,[],0,250000,0,2
TX000854,ACC022,ACC029,250000,13:24.7,UPI,0,9,0,0,0,12.4292202,22:24.7,46260,0.535416667,3,12,[],0,150000,141421.3562,2
TX000468,ACC021,ACC017,50000,24:24.7,UPI,0,10,0,0,0,10.81979828,0,999999,11.5740625,3,18,['ROUND_NUMBER_TXN'],0.15,50000,0,1
TX000896,ACC012,ACC043,100000,36:24.7,CARD,0,10,0,0,0,11.51293546,0,999999,11.5740625,6,19,"['ROUND_NUMBER_TXN', 'RECURRING_PATTERN']",0.3,100000,0,1
TX000040,ACC029,ACC048,100000,36:24.7,UPI,0,10,0,0,0,11.51293546,0,999999,11.5740625,4,14,['ROUND_NUMBER_TXN'],0.15,100000,0,1
TX000392,ACC046,ACC046,50000,43:24.7,UPI,0,10,0,0,0,10.81979828,52:24.7,78660,0.910416667,1,15,['ROUND_NUMBER_TXN'],0.15,75000,35355.33906,2
TX000731,ACC045,ACC028,5000,44:24.7,IMPS,0,10,0,0,0,8.517393171,24:24.7,12000,0.138888889,3,17,[],0,3100,2687.005769,2
TX000330,ACC048,ACC040,5000,10:24.7,IMPS,0,11,0,0,0,8.517393171,0,999999,11.5740625,3,17,[],0,5000,0,1
TX000901,ACC006,ACC002,250000,07:24.7,UPI,1,12,0,0,0,12.4292202,0,999999,11.5740625,3,22,[],0,250000,0,1
TX000634,ACC043,ACC031,48000,42:24.7,CARD,0,12,0,0,0,10.77897712,0,999999,11.5740625,3,15,['SMURFING_NEAR_THRESHOLD'],0.15,48000,0,1
TX000065,ACC002,ACC034,5000,02:24.7,CARD,0,16,0,0,0,8.517393171,0,999999,11.5740625,3,12,[],0,5000,0,1
TX000360,ACC013,ACC027,10000,04:24.7,UPI,0,18,0,0,0,9.210440367,23:24.7,85260,0.986805556,2,21,['ROUND_NUMBER_TXN'],0.15,55000,63639.61031,2
TX000569,ACC027,ACC024,500,19:24.7,CARD,0,18,0,0,0,6.216606101,0,999999,11.5740625,6,22,['RECURRING_PATTERN'],0.15,500,0,1
TX000235,ACC004,ACC036,5000,24:24.7,IMPS,0,18,0,0,0,8.517393171,04:24.7,58800,0.680555556,2,17,[],0,52500,67175.14421,2
TX000541,ACC023,ACC039,25000,25:24.7,IMPS,0,18,0,0,0,10.1266711,0,999999,11.5740625,3,16,['ROUND_NUMBER_TXN'],0.15,25000,0,1
TX000171,ACC026,ACC012,250000,34:24.7,IMPS,0,18,0,0,0,12.4292202,0,999999,11.5740625,2,14,[],0,250000,0,1
TX000316,ACC023,ACC017,1200,52:24.7,CARD,0,18,0,0,0,7.090909822,25:24.7,1620,0.01875,5,16,['RECURRING_PATTERN'],0.15,13100,16829.14139,2
TX000063,ACC035,ACC040,50000,56:24.7,UPI,0,19,0,0,0,10.81979828,0,999999,11.5740625,3,19,['ROUND_NUMBER_TXN'],0.15,50000,0,1
TX000773,ACC030,ACC013,25000,54:24.7,IMPS,0,21,0,0,0,10.1266711,10:24.7,85440,0.988888889,3,12,['ROUND_NUMBER_TXN'],0.15,13100,16829.14139,2
TX000618,ACC014,ACC026,10000,16:24.7,UPI,0,22,0,0,0,9.210440367,0,999999,11.5740625,2,15,['ROUND_NUMBER_TXN'],0.15,10000,0,1
TX000670,ACC002,ACC001,48000,02:24.7,UPI,1,1,1,0,1,10.77897712,02:24.7,32400,0.375,2,12,['SMURFING_NEAR_THRESHOLD'],0.15,26500,30405.59159,2
TX000897,ACC032,ACC037,50000,03:24.7,CARD,0,2,1,0,1,10.81979828,36:24.7,124020,1.435416667,4,16,['ROUND_NUMBER_TXN'],0.15,37500,17677.66953,2
TX000551,ACC003,ACC002,48000,33:24.7,UPI,0,2,1,0,1,10.77897712,19:24.7,116040,1.343055556,2,14,['SMURFING_NEAR_THRESHOLD'],0.15,33066.66667,27615.45461,3
TX000625,ACC006,ACC015,100000,17:24.7,IMPS,0,3,1,0,1,11.51293546,07:24.7,54600,0.631944444,3,22,['ROUND_NUMBER_TXN'],0.15,175000,106066.0172,2
TX000416,ACC006,ACC048,50000,41:24.7,CARD,0,3,1,0,1,10.81979828,17:24.7,1440,0.016666667,3,22,['ROUND_NUMBER_TXN'],0.15,133333.3333,104083.3,3
TX000802,ACC025,ACC019,250000,39:24.7,UPI,0,4,1,0,1,12.4292202,0,999999,11.5740625,3,10,[],0,250000,0,1
TX000327,ACC038,ACC008,5000,39:24.7,CARD,0,4,1,0,1,8.517393171,52:24.7,132420,1.532638889,4,15,[],0,52500,67175.14421,2
TX000496,ACC012,ACC008,100000,43:24.7,CARD,1,4,1,0,1,11.51293546,36:24.7,65220,0.754861111,6,19,"['ROUND_NUMBER_TXN', 'RECURRING_PATTERN']",0.3,100000,0,2
TX000791,ACC021,ACC041,250000,11:24.7,CARD,1,5,1,0,1,12.4292202,24:24.7,67620,0.782638889,4,18,[],0,150000,141421.3562,2
TX000026,ACC029,ACC010,1200,16:24.7,UPI,0,5,1,0,1,7.090909822,36:24.7,67200,0.777777778,3,14,[],0,50600,69862.14998,2
TX000018,ACC001,ACC026,48000,01:24.7,CARD,1,7,1,0,0,10.77897712,0,999999,11.5740625,4,23,['SMURFING_NEAR_THRESHOLD'],0.15,48000,0,1
TX000632,ACC029,ACC050,100000,09:24.7,IMPS,0,7,1,0,0,11.51293546,16:24.7,6780,0.078472222,4,14,['ROUND_NUMBER_TXN'],0.15,67066.66667,57042.2066,3
TX000053,ACC005,ACC005,25000,29:24.7,UPI,0,7,1,0,0,10.1266711,13:24.7,141360,1.636111111,1,17,['ROUND_NUMBER_TXN'],0.15,13100,16829.14139,2
TX000255,ACC012,ACC050,48000,30:24.7,IMPS,0,7,1,0,0,10.77897712,43:24.7,10020,0.115972222,5,19,"['SMURFING_NEAR_THRESHOLD', 'RECURRING_PATTERN']",0.3,82666.66667,30022.214,3
TX000079,ACC039,ACC010,10000,38:24.7,IMPS,0,7,1,0,0,9.210440367,0,999999,11.5740625,4,17,['ROUND_NUMBER_TXN'],0.15,10000,0,1
TX000046,ACC035,ACC045,1200,59:24.7,UPI,0,7,1,0,0,7.090909822,56:24.7,43380,0.502083333,3,19,[],0,25600,34506.81092,2
TX000458,ACC027,ACC005,25000,56:24.7,UPI,0,8,1,0,0,10.1266711,19:24.7,52620,0.609027778,8,22,"['ROUND_NUMBER_TXN', 'RECURRING_PATTERN']",0.3,12750,17324.11614,2
TX000681,ACC007,ACC050,25000,03:24.7,UPI,0,9,1,0,0,10.1266711,57:24.7,119160,1.379166667,7,27,"['ROUND_NUMBER_TXN', 'RECURRING_PATTERN']",0.3,37500,17677.66953,2
TX000442,ACC013,ACC046,1200,30:24.7,CARD,0,10,1,0,0,7.090909822,04:24.7,59160,0.684722222,10,21,['RECURRING_PATTERN'],0.15,37066.66667,54679.18556,3
TX000117,ACC033,ACC003,250000,17:24.7,UPI,1,11,1,0,0,12.4292202,0,999999,11.5740625,2,14,[],0,250000,0,1
TX000139,ACC009,ACC030,5000,38:24.7,UPI,0,11,1,0,0,8.517393171,48:24.7,100200,1.159722222,3,23,[],0,8333.333333,2886.751346,3
TX000087,ACC028,ACC039,10000,05:24.7,IMPS,0,12,1,0,0,9.210440367,0,999999,11.5740625,2,19,['ROUND_NUMBER_TXN'],0.15,10000,0,1
TX000197,ACC031,ACC035,50000,39:24.7,UPI,0,12,1,0,0,10.81979828,35:24.7,101040,1.169444444,5,17,"['ROUND_NUMBER_TXN', 'RECURRING_PATTERN']",0.3,183333.3333,115470.0538,3
TX000718,ACC032,ACC025,100000,13:24.7,IMPS,1,13,1,0,0,11.51293546,03:24.7,40200,0.465277778,1,16,['ROUND_NUMBER_TXN'],0.15,58333.33333,38188.13079,3
TX000953,ACC013,ACC011,25000,28:24.7,UPI,0,13,1,0,0,10.1266711,30:24.7,10680,0.123611111,4,21,['ROUND_NUMBER_TXN'],0.15,34050,45051.1931,4
TX000289,ACC028,ACC032,100000,34:24.7,IMPS,0,13,1,0,0,11.51293546,05:24.7,5340,0.061805556,5,19,"['ROUND_NUMBER_TXN', 'RECURRING_PATTERN']",0.3,55000,63639.61031,2
TX000274,ACC032,ACC046,50000,38:24.7,CARD,0,13,1,0,0,10.81979828,13:24.7,1500,0.017361111,4,16,['ROUND_NUMBER_TXN'],0.15,56250,31457.64348,4
TX000168,ACC003,ACC005,1200,47:24.7,CARD,0,14,1,0,0,7.090909822,33:24.7,44040,0.509722222,2,14,[],0,25100,27609.41868,4
TX000523,ACC005,ACC011,500,59:24.7,UPI,0,14,1,0,0,6.216606101,29:24.7,27000,0.3125,4,17,[],0,8900,13947.40119,3
TX000418,ACC015,ACC019,250000,24:24.7,UPI,0,15,1,0,0,12.4292202,0,999999,11.5740625,5,16,['RECURRING_PATTERN'],0.15,250000,0,1
TX000753,ACC027,ACC020,500,05:24.7,UPI,0,16,1,0,0,6.216606101,56:24.7,25740,0.297916667,6,22,['RECURRING_PATTERN'],0.15,8666.666667,14145.0816,3
TX000877,ACC043,ACC014,500,10:24.7,CARD,0,17,1,0,0,6.216606101,42:24.7,102480,1.186111111,2,15,[],0,24250,33587.57211,2
TX000409,ACC037,ACC044,48000,23:24.7,UPI,0,19,1,0,0,10.77897712,56:24.7,181620,2.102083333,1,20,['SMURFING_NEAR_THRESHOLD'],0.15,57666.66667,38423.08334,3
TX000119,ACC039,ACC003,5000,36:24.7,UPI,0,21,1,0,0,8.517393171,38:24.7,50280,0.581944444,3,17,[],0,7500,3535.533906,2
TX000315,ACC001,ACC007,48000,22:24.7,CARD,0,22,1,0,0,10.77897712,01:24.7,55260,0.639583333,4,23,['SMURFING_NEAR_THRESHOLD'],0.15,48000,0,2
TX000244,ACC040,ACC012,50000,24:24.7,IMPS,0,22,1,0,0,10.81979828,0,999999,11.5740625,3,17,['ROUND_NUMBER_TXN'],0.15,50000,0,1
TX000905,ACC034,ACC019,1200,47:24.7,CARD,0,22,1,0,0,7.090909822,27:24.7,145200,1.680555556,2,17,[],0,25600,34506.81092,2
TX000269,ACC031,ACC035,100000,03:24.7,UPI,0,23,1,0,1,11.51293546,39:24.7,37440,0.433333333,6,17,"['ROUND_NUMBER_TXN', 'RECURRING_PATTERN']",0.3,162500,103077.6406,4
TX000549,ACC026,ACC013,10000,05:24.7,IMPS,0,23,1,0,1,9.210440367,34:24.7,102660,1.188194444,4,14,['ROUND_NUMBER_TXN'],0.15,130000,169705.6275,2
TX000207,ACC035,ACC010,48000,40:24.7,CARD,0,0,2,0,1,10.77897712,59:24.7,60060,0.695138889,5,19,"['SMURFING_NEAR_THRESHOLD', 'RECURRING_PATTERN']",0.3,33066.66667,27615.45461,3
TX000382,ACC001,ACC005,100000,49:24.7,UPI,0,0,2,0,1,11.51293546,22:24.7,8820,0.102083333,5,23,"['ROUND_NUMBER_TXN', 'RECURRING_PATTERN']",0.3,65333.33333,30022.214,3
TX000410,ACC036,ACC005,50000,57:24.7,UPI,0,0,2,0,1,10.81979828,59:24.7,165480,1.915277778,2,15,['ROUND_NUMBER_TXN'],0.15,20000,25980.76211,3
TX000286,ACC025,ACC040,10000,31:24.7,CARD,0,1,2,0,1,9.210440367,39:24.7,75120,0.869444444,1,10,['ROUND_NUMBER_TXN'],0.15,130000,169705.6275,2
TX000736,ACC028,ACC021,1200,24:24.7,IMPS,0,2,2,0,1,7.090909822,34:24.7,46200,0.534722222,1,19,[],0,37066.66667,54679.18556,3
TX000138,ACC002,ACC029,5000,28:24.7,UPI,0,2,2,0,1,8.517393171,02:24.7,91560,1.059722222,3,12,[],0,19333.33333,24826.06158,3
TX000686,ACC010,ACC033,48000,58:24.7,IMPS,1,2,2,0,1,10.77897712,0,999999,11.5740625,5,17,"['SMURFING_NEAR_THRESHOLD', 'RECURRING_PATTERN']",0.3,48000,0,1
TX000288,ACC035,ACC010,250000,02:24.7,IMPS,0,3,2,0,1,12.4292202,40:24.7,8520,0.098611111,2,19,[],0,87300,110785.4984,4
TX000057,ACC006,ACC001,5000,13:24.7,IMPS,0,3,2,0,1,8.517393171,41:24.7,84720,0.980555556,3,22,[],0,101250,106487.4797,4
TX000922,ACC021,ACC009,25000,42:24.7,UPI,0,3,2,0,1,10.1266711,11:24.7,81060,0.938194444,4,18,['ROUND_NUMBER_TXN'],0.15,108333.3333,123322.0716,3
TX000890,ACC049,ACC009,25000,05:24.7,UPI,0,4,2,0,1,10.1266711,0,999999,11.5740625,7,18,"['ROUND_NUMBER_TXN', 'RECURRING_PATTERN']",0.3,25000,0,1
TX000344,ACC022,ACC002,10000,24:24.7,IMPS,0,4,2,0,1,9.210440367,13:24.7,155460,1.799305556,3,12,['ROUND_NUMBER_TXN'],0.15,103333.3333,128582.0101,3
TX000751,ACC030,ACC004,500,41:24.7,CARD,0,4,2,0,1,6.216606101,54:24.7,110820,1.282638889,3,12,[],0,8900,13947.40119,3
TX000090,ACC026,ACC044,25000,40:24.7,UPI,0,5,2,0,1,10.1266711,05:24.7,23700,0.274305556,1,14,['ROUND_NUMBER_TXN'],0.15,95000,134443.2966,3
TX000528,ACC002,ACC010,100000,58:24.7,UPI,0,5,2,0,1,11.51293546,28:24.7,12600,0.145833333,1,12,['ROUND_NUMBER_TXN'],0.15,39500,45140.52134,4
TX000104,ACC012,ACC012,500,33:24.7,CARD,0,6,2,0,0,6.216606101,30:24.7,82980,0.960416667,6,19,['RECURRING_PATTERN'],0.15,62125,47840.66436,4
TX000362,ACC031,ACC034,500,07:24.7,UPI,0,7,2,0,0,6.216606101,03:24.7,29040,0.336111111,1,17,[],0,130100,114967.6041,5
TX000657,ACC049,ACC041,250000,26:24.7,IMPS,0,7,2,0,0,12.4292202,05:24.7,12060,0.139583333,3,18,[],0,137500,159099.0258,2
TX000103,ACC011,ACC034,10000,41:24.7,CARD,0,7,2,0,0,9.210440367,0,999999,11.5740625,3,17,['ROUND_NUMBER_TXN'],0.15,10000,0,1
TX000934,ACC032,ACC025,48000,10:24.7,IMPS,0,8,2,0,0,10.77897712,38:24.7,66720,0.772222222,3,16,['SMURFING_NEAR_THRESHOLD'],0.15,54600,27491.81696,5
TX000052,ACC027,ACC001,25000,41:24.7,IMPS,0,8,2,0,0,10.1266711,05:24.7,59760,0.691666667,8,22,"['ROUND_NUMBER_TXN', 'RECURRING_PATTERN']",0.3,12750,14145.0816,4
TX000153,ACC014,ACC033,100000,56:24.7,CARD,1,8,2,0,0,11.51293546,16:24.7,124800,1.444444444,5,15,"['ROUND_NUMBER_TXN', 'RECURRING_PATTERN']",0.3,55000,63639.61031,2
TX000884,ACC033,ACC009,10000,38:24.7,IMPS,0,10,2,0,0,9.210440367,17:24.7,84060,0.972916667,3,14,['ROUND_NUMBER_TXN'],0.15,130000,169705.6275,2
TX000132,ACC024,ACC047,250000,50:24.7,IMPS,0,10,2,0,0,12.4292202,0,999999,11.5740625,5,18,['RECURRING_PATTERN'],0.15,250000,0,1
TX000223,ACC037,ACC013,25000,17:24.7,CARD,0,11,2,0,0,10.1266711,23:24.7,57240,0.6625,7,20,"['ROUND_NUMBER_TXN', 'RECURRING_PATTERN']",0.3,49500,35369.47837,4
TX000710,ACC048,ACC042,1200,31:24.7,CARD,0,11,2,0,0,7.090909822,10:24.7,174060,2.014583333,3,17,[],0,3100,2687.005769,2
TX000352,ACC020,ACC020,250000,08:24.7,UPI,0,13,2,0,0,12.4292202,0,999999,11.5740625,2,13,[],0,250000,0,1
TX000386,ACC019,ACC025,250000,23:24.7,IMPS,0,13,2,0,0,12.4292202,29:24.7,204840,2.370833333,5,20,['RECURRING_PATTERN'],0.15,149000,142835.5698,2
TX000637,ACC031,ACC039,1200,31:24.7,IMPS,0,13,2,0,0,7.090909822,07:24.7,23040,0.266666667,4,17,[],0,108616.6667,115512.9502,6
TX000640,ACC050,ACC003,500,30:24.7,CARD,0,15,2,0,0,6.216606101,0,999999,11.5740625,2,15,[],0,500,0,1
TX000531,ACC048,ACC026,10000,31:24.7,IMPS,0,15,2,0,0,9.210440367,31:24.7,14400,0.166666667,3,17,['ROUND_NUMBER_TXN'],0.15,5400,4413.615298,3
TX000227,ACC007,ACC041,500,44:24.7,IMPS,0,17,2,0,0,6.216606101,03:24.7,117660,1.361805556,4,27,[],0,25166.66667,24750.42087,3
TX000961,ACC014,ACC024,100000,17:24.7,CARD,0,18,2,0,0,11.51293546,56:24.7,33660,0.389583333,5,15,"['ROUND_NUMBER_TXN', 'RECURRING_PATTERN']",0.3,70000,51961.52423,3
TX000107,ACC010,ACC046,5000,20:24.7,CARD,0,18,2,0,0,8.517393171,58:24.7,55320,0.640277778,3,17,[],0,26500,30405.59159,2
TX000031,ACC046,ACC048,5000,44:24.7,IMPS,0,18,2,0,0,8.517393171,43:24.7,201660,2.334027778,1,15,[],0,51666.66667,47521.92476,3
TX000650,ACC027,ACC038,25000,41:24.7,UPI,0,19,2,0,0,10.1266711,41:24.7,39600,0.458333333,8,22,"['ROUND_NUMBER_TXN', 'RECURRING_PATTERN']",0.3,15200,13419.20266,5
TX000429,ACC047,ACC040,25000,17:24.7,IMPS,0,20,2,0,0,10.1266711,12:24.7,252300,2.920138889,5,14,"['ROUND_NUMBER_TXN', 'RECURRING_PATTERN']",0.3,25000,0,2
TX000543,ACC026,ACC049,48000,23:24.7,CARD,1,20,2,0,0,10.77897712,40:24.7,52980,0.613194444,3,14,['SMURFING_NEAR_THRESHOLD'],0.15,83250,112259.7435,4
TX000920,ACC009,ACC021,5000,27:24.7,CARD,0,20,2,0,0,8.517393171,38:24.7,118140,1.367361111,3,23,[],0,7500,2886.751346,4
TX000784,ACC001,ACC020,10000,13:24.7,IMPS,0,21,2,0,0,9.210440367,49:24.7,73440,0.85,3,23,['ROUND_NUMBER_TXN'],0.15,51500,36963.9464,4
TX000878,ACC021,ACC042,100000,18:24.7,UPI,0,21,2,0,0,11.51293546,42:24.7,63360,0.733333333,3,18,['ROUND_NUMBER_TXN'],0.15,106250,100778.2219,4
TX000910,ACC005,ACC020,250000,08:24.7,CARD,0,22,2,0,0,12.4292202,59:24.7,112140,1.297916667,3,17,[],0,69175,121086.701,4
TX000425,ACC013,ACC028,100000,35:24.7,CARD,0,22,2,0,0,11.51293546,28:24.7,119220,1.379861111,3,21,['ROUND_NUMBER_TXN'],0.15,47240,48908.97668,5
TX000041,ACC005,ACC043,500,45:24.7,UPI,0,22,2,0,0,6.216606101,08:24.7,2220,0.025694444,4,17,[],0,55440,109269.131,5
TX000676,ACC018,ACC005,250000,17:24.7,IMPS,0,23,2,0,1,12.4292202,06:24.7,263460,3.049305556,2,13,[],0,149000,142835.5698,2
TX000748,ACC014,ACC038,100000,49:24.7,CARD,0,23,2,0,1,11.51293546,17:24.7,19920,0.230555556,5,15,"['ROUND_NUMBER_TXN', 'RECURRING_PATTERN']",0.3,77500,45000,4
TX000517,ACC001,ACC013,500,57:24.7,UPI,0,23,2,0,1,6.216606101,13:24.7,9840,0.113888889,2,23,[],0,41300,39305.85198,5
TX000907,ACC004,ACC049,250000,54:24.7,UPI,0,0,3,0,1,12.4292202,24:24.7,196200,2.270833333,4,17,[],0,118333.3333,123524.6264,3
TX000412,ACC046,ACC038,100000,01:24.7,UPI,1,1,3,0,1,11.51293546,44:24.7,22620,0.261805556,2,15,['ROUND_NUMBER_TXN'],0.15,63750,45711.96051,4
TX000587,ACC013,ACC044,25000,13:24.7,UPI,0,1,3,0,1,10.1266711,35:24.7,9480,0.109722222,4,21,['ROUND_NUMBER_TXN'],0.15,43533.33333,44677.80956,6
TX000006,ACC041,ACC049,50000,26:24.7,CARD,0,2,3,0,1,10.81979828,43:24.7,254580,2.946527778,3,18,['ROUND_NUMBER_TXN'],0.15,14350,23834.07924,4
TX000032,ACC042,ACC049,250000,18:24.7,IMPS,0,4,3,0,1,12.4292202,0,999999,11.5740625,3,14,[],0,250000,0,1
TX000564,ACC034,ACC029,10000,28:24.7,CARD,0,4,3,0,1,9.210440367,47:24.7,106860,1.236805556,4,17,['ROUND_NUMBER_TXN'],0.15,20400,26009.22913,3
TX000728,ACC006,ACC017,1200,47:24.7,UPI,0,4,3,0,1,7.090909822,13:24.7,92040,1.065277778,7,22,['RECURRING_PATTERN'],0.15,81240,102502.1366,5
TX000619,ACC044,ACC042,100000,37:24.7,IMPS,0,5,3,0,1,11.51293546,35:24.7,259320,3.001388889,2,19,['ROUND_NUMBER_TXN'],0.15,175000,106066.0172,2
TX000272,ACC026,ACC041,100000,36:24.7,CARD,0,6,3,0,0,11.51293546,23:24.7,36780,0.425694444,2,14,['ROUND_NUMBER_TXN'],0.15,86600,97507.94839,5
TX000665,ACC037,ACC001,500,38:24.7,CARD,0,7,3,0,0,6.216606101,17:24.7,73260,0.847916667,3,20,[],0,39700,37662.31538,5
TX000663,ACC005,ACC012,5000,39:24.7,CARD,0,7,3,0,0,8.517393171,45:24.7,32040,0.370833333,2,17,[],0,47033.33333,99879.0602,6
TX000438,ACC011,ACC006,48000,51:24.7,CARD,0,7,3,0,0,10.77897712,41:24.7,87000,1.006944444,4,17,['SMURFING_NEAR_THRESHOLD'],0.15,29000,26870.05769,2
TX000685,ACC044,ACC003,250000,58:24.7,CARD,0,8,3,0,0,12.4292202,37:24.7,12060,0.139583333,4,19,[],0,200000,86602.54038,3
TX000401,ACC044,ACC023,50000,07:24.7,UPI,0,9,3,0,0,10.81979828,58:24.7,540,0.00625,4,19,"['ROUND_NUMBER_TXN', 'RAPID_FUND_MOVEMENT']",0.3,162500,103077.6406,4
TX000914,ACC027,ACC034,1200,30:24.7,IMPS,0,9,3,0,0,7.090909822,41:24.7,49740,0.575694444,2,22,[],0,12866.66667,13293.85823,6
TX000319,ACC043,ACC006,1200,03:24.7,UPI,0,10,3,0,0,7.090909822,10:24.7,147180,1.703472222,2,15,[],0,16566.66667,27224.31511,3
TX000774,ACC005,ACC012,250000,22:24.7,CARD,0,10,3,0,0,12.4292202,39:24.7,9780,0.113194444,3,17,[],0,76028.57143,119156.4338,7
TX000314,ACC028,ACC027,250000,51:24.7,UPI,0,11,3,0,0,12.4292202,24:24.7,120420,1.39375,4,19,[],0,90300,115448.5167,4
TX000287,ACC030,ACC039,25000,55:24.7,IMPS,0,11,3,0,0,10.1266711,41:24.7,112440,1.301388889,3,12,['ROUND_NUMBER_TXN'],0.15,12925,13945.93728,4
TX000494,ACC019,ACC015,25000,31:24.7,IMPS,0,12,3,0,0,10.1266711,23:24.7,83280,0.963888889,2,20,['ROUND_NUMBER_TXN'],0.15,107666.6667,123799.5692,3
