transaction_id,from_account,to_account,amount,timestamp,channel,is_fraud,sender_country,receiver_country,login_country,registered_country
TX000081,ACC0274,ACC0275,25000.0,2026-01-10 07:06:30,IMPS,0,UK,USA,UK,UK
TX000082,ACC0040,ACC0261,2000.0,2026-01-08 21:51:30,IMPS,0,USA,UK,USA,USA
TX000083,ACC0033,ACC0158,12000.0,2025-11-27 13:56:30,UPI,0,India,USA,India,India
TX000084,ACC0222,ACC0059,12000.0,2025-05-19 20:08:30,IMPS,0,USA,UK,USA,USA
TX000085,ACC0089,ACC0061,500.0,2025-04-01 10:27:30,UPI,0,UK,India,UK,UK
TX000086,ACC0083,ACC0254,5000.0,2025-07-04 22:21:30,CARD,0,UK,India,UK,UK
TX000087,ACC0132,ACC0085,5000.0,2026-01-23 15:22:30,IMPS,0,UK,USA,UK,UK
TX000088,ACC0060,ACC0015,5000.0,2025-08-22 06:38:30,UPI,0,India,UK,India,India
TX000089,ACC0134,ACC0295,500.0,2025-07-18 00:39:30,IMPS,0,UK,UK,UK,UK
TX000090,ACC0028,ACC0255,25000.0,2026-01-03 04:01:30,IMPS,0,India,USA,India,India
TX000091,ACC0052,ACC0293,500.0,2025-12-02 15:39:30,UPI,0,UK,USA,UK,UK
TX000092,ACC0022,ACC0006,2000.0,2026-03-05 23:48:30,IMPS,0,India,USA,India,India
TX000093,ACC0076,ACC0091,500.0,2025-06-18 16:24:30,CARD,0,UK,UK,UK,UK
TX000094,ACC0214,ACC0114,5000.0,2025-11-22 01:13:30,CARD,0,USA,India,USA,USA
TX000095,ACC0163,ACC0138,500.0,2025-06-10 04:04:30,CARD,0,USA,India,USA,USA
TX000096,ACC0026,ACC0091,2000.0,2025-07-08 13:46:30,UPI,0,UK,UK,UK,UK
TX000097,ACC0238,ACC0144,5000.0,2025-10-13 12:36:30,IMPS,0,UK,UK,UK,UK
TX000098,ACC0004,ACC0188,2000.0,2025-10-30 20:21:30,IMPS,0,UK,USA,UK,UK
TX000099,ACC0124,ACC0237,5000.0,2025-05-30 23:22:30,UPI,0,USA,USA,USA,USA
TX000100,ACC0279,ACC0125,2000.0,2026-03-26 02:10:30,UPI,0,UK,India,UK,UK
TX000101,ACC0277,ACC0177,500.0,2025-10-09 14:23:30,CARD,0,UK,India,UK,UK
TX000102,ACC0192,ACC0157,500.0,2025-12-13 22:56:30,IMPS,0,India,India,India,India
TX000103,ACC0251,ACC0030,2000.0,2025-03-30 07:06:30,UPI,0,USA,India,USA,USA
TX000104,ACC0118,ACC0266,12000.0,2025-04-05 03:42:30,CARD,0,USA,UK,USA,USA
TX000105,ACC0043,ACC0297,500.0,2025-07-14 10:31:30,IMPS,0,India,India,India,India
TX000106,ACC0038,ACC0290,500.0,2025-08-18 18:03:30,UPI,0,USA,UK,USA,USA
TX000107,ACC0149,ACC0133,5000.0,2025-09-08 16:18:30,CARD,0,India,UK,India,India
TX000108,ACC0167,ACC0162,12000.0,2025-11-10 08:07:30,UPI,0,India,India,India,India
TX000109,ACC0069,ACC0299,500.0,2026-01-09 12:01:30,IMPS,0,USA,UK,USA,USA
TX000110,ACC0238,ACC0160,12000.0,2026-01-26 21:49:30,UPI,0,UK,UK,UK,UK
TX000111,ACC0231,ACC0157,12000.0,2025-11-14 12:06:30,UPI,0,UK,India,UK,UK
TX000112,ACC0155,ACC0020,2000.0,2025-10-13 11:06:30,CARD,0,UK,UK,UK,UK
TX000113,ACC0127,ACC0182,12000.0,2025-07-10 13:28:30,IMPS,0,USA,UK,USA,USA
TX000114,ACC0133,ACC0089,500.0,2025-09-03 00:36:30,CARD,0,UK,UK,UK,UK
TX000115,ACC0281,ACC0127,500.0,2025-08-05 11:20:30,UPI,0,India,USA,India,India
TX000116,ACC0062,ACC0006,500.0,2025-12-06 10:59:30,IMPS,0,USA,USA,USA,USA
TX000117,ACC0190,ACC0043,25000.0,2025-06-02 06:13:30,UPI,0,USA,India,USA,USA
TX000118,ACC0011,ACC0033,2000.0,2025-05-03 00:20:30,UPI,0,USA,India,USA,USA
TX000119,ACC0047,ACC0169,500.0,2026-03-08 01:08:30,UPI,0,India,UK,India,India
TX000120,ACC0293,ACC0221,12000.0,2025-07-18 14:47:30,CARD,0,USA,India,USA,USA
TX000121,ACC0218,ACC0088,5000.0,2025-12-10 09:54:30,IMPS,0,India,India,India,India
TX000122,ACC0228,ACC0076,500.0,2025-05-18 19:32:30,UPI,0,India,UK,India,India
TX000123,ACC0151,ACC0255,12000.0,2025-06-21 00:08:30,UPI,0,India,USA,India,India
TX000124,ACC0143,ACC0196,2000.0,2025-08-27 08:30:30,CARD,0,USA,UK,USA,USA
TX000125,ACC0127,ACC0278,500.0,2025-09-14 16:49:30,IMPS,0,USA,UK,USA,USA
TX000126,ACC0278,ACC0248,5000.0,2025-06-12 22:51:30,IMPS,0,UK,UK,UK,UK
TX000127,ACC0138,ACC0092,500.0,2025-10-16 19:57:30,UPI,0,India,USA,India,India
TX000128,ACC0143,ACC0029,12000.0,2025-07-01 03:22:30,CARD,0,USA,USA,USA,USA
TX000129,ACC0119,ACC0081,500.0,2025-11-22 17:56:30,IMPS,0,UK,UK,UK,UK
TX000130,ACC0273,ACC0028,2000.0,2025-06-08 02:49:30,UPI,0,UK,India,UK,UK
TX000131,ACC0090,ACC0121,25000.0,2025-10-17 15:27:30,IMPS,0,USA,USA,USA,USA
TX000132,ACC0014,ACC0180,25000.0,2025-06-14 10:35:30,UPI,0,USA,USA,USA,USA
TX000133,ACC0252,ACC0277,5000.0,2025-12-30 00:09:30,UPI,0,UK,UK,UK,UK
TX000134,ACC0028,ACC0119,25000.0,2025-12-07 14:38:30,IMPS,0,India,UK,India,India
TX000135,ACC0000,ACC0169,25000.0,2025-12-16 10:50:30,CARD,0,USA,UK,USA,USA
TX000136,ACC0090,ACC0165,500.0,2026-03-18 10:34:30,CARD,0,USA,India,USA,USA
TX000137,ACC0072,ACC0056,25000.0,2025-09-24 12:48:30,CARD,0,USA,India,USA,USA
TX000138,ACC0202,ACC0051,5000.0,2025-10-26 05:03:30,UPI,0,USA,UK,USA,USA
TX000139,ACC0223,ACC0249,5000.0,2025-12-29 16:36:30,CARD,0,UK,USA,UK,UK
TX000140,ACC0182,ACC0114,25000.0,2025-12-30 02:52:30,CARD,0,UK,India,UK,UK
TX000141,ACC0150,ACC0065,2000.0,2026-03-28 16:35:30,IMPS,0,UK,UK,UK,UK
TX000142,ACC0290,ACC0016,2000.0,2025-05-25 04:13:30,CARD,0,UK,India,UK,UK
TX000143,ACC0113,ACC0289,500.0,2025-07-18 10:50:30,CARD,0,USA,USA,USA,USA
TX000144,ACC0039,ACC0121,5000.0,2025-10-17 09:31:30,UPI,0,India,USA,India,India
TX000145,ACC0171,ACC0228,500.0,2025-11-14 08:56:30,CARD,0,USA,India,USA,USA
TX000146,ACC0034,ACC0179,5000.0,2026-02-01 16:11:30,UPI,0,UK,India,UK,UK
TX000147,ACC0197,ACC0224,12000.0,2026-01-03 01:40:30,IMPS,0,UK,India,UK,UK
TX000148,ACC0179,ACC0279,12000.0,2026-02-05 23:21:30,CARD,0,India,UK,India,India
TX000149,ACC0115,ACC0083,12000.0,2026-02-20 13:53:30,UPI,0,India,UK,India,India
TX000150,ACC0163,ACC0133,500.0,2026-02-20 05:01:30,IMPS,0,USA,UK,USA,USA
TX000151,ACC0082,ACC0038,25000.0,2026-02-10 04:33:30,CARD,0,India,USA,India,India
TX000152,ACC0247,ACC0015,12000.0,2025-04-29 09:33:30,IMPS,0,India,UK,India,India
TX000153,ACC0080,ACC0027,500.0,2025-10-11 08:59:30,IMPS,0,India,India,India,India
TX000154,ACC0283,ACC0276,5000.0,2025-04-25 05:52:30,UPI,0,USA,USA,USA,USA
TX000155,ACC0049,ACC0025,12000.0,2025-06-09 21:18:30,IMPS,0,India,India,India,India
TX000156,ACC0078,ACC0027,5000.0,2026-03-28 02:06:30,IMPS,0,UK,India,UK,UK
TX000157,ACC0245,ACC0102,500.0,2026-03-16 09:01:30,CARD,0,UK,USA,UK,UK
TX000158,ACC0149,ACC0041,12000.0,2026-01-29 05:21:30,IMPS,0,India,UK,India,India
TX000159,ACC0241,ACC0250,5000.0,2026-02-10 18:37:30,IMPS,0,USA,UK,USA,USA
TX000160,ACC0094,ACC0189,12000.0,2025-09-21 09:43:30,UPI,0,USA,India,USA,USA
TX000161,ACC0134,ACC0225,12000.0,2025-11-15 07:18:30,IMPS,0,UK,UK,UK,UK
TX000162,ACC0288,ACC0031,2000.0,2025-04-06 18:05:30,UPI,0,UK,India,UK,UK
TX000163,ACC0176,ACC0277,12000.0,2025-06-01 07:36:30,UPI,0,USA,UK,USA,USA
TX000164,ACC0198,ACC0267,12000.0,2025-06-27 17:16:30,IMPS,0,UK,USA,UK,UK
TX000165,ACC0293,ACC0120,12000.0,2025-10-27 12:46:30,CARD,0,USA,India,USA,USA
TX000166,ACC0017,ACC0257,25000.0,2025-07-07 20:28:30,CARD,0,India,India,India,India
TX000167,ACC0075,ACC0061,12000.0,2025-12-31 09:58:30,UPI,0,USA,India,USA,USA
TX000168,ACC0064,ACC0021,12000.0,2026-02-16 17:44:30,UPI,0,India,USA,India,India
TX000169,ACC0075,ACC0132,5000.0,2026-02-23 12:47:30,CARD,0,USA,UK,USA,USA
TX000170,ACC0203,ACC0282,5000.0,2025-11-07 22:42:30,UPI,0,UK,India,UK,UK
TX000171,ACC0267,ACC0214,500.0,2025-08-29 11:02:30,CARD,0,USA,USA,USA,USA
TX000172,ACC0298,ACC0051,500.0,2025-06-14 11:21:30,IMPS,0,India,UK,India,India
TX000173,ACC0274,ACC0176,12000.0,2025-11-14 02:30:30,IMPS,0,UK,USA,UK,UK
TX000174,ACC0292,ACC0242,500.0,2025-12-31 06:46:30,UPI,0,USA,UK,USA,USA
TX000175,ACC0205,ACC0019,12000.0,2025-10-10 16:56:30,UPI,0,USA,UK,USA,USA
TX000176,ACC0243,ACC0137,5000.0,2026-03-19 04:19:30,IMPS,0,USA,USA,USA,USA
TX000177,ACC0159,ACC0143,12000.0,2025-04-06 18:05:30,UPI,0,UK,USA,UK,UK
TX000178,ACC0068,ACC0153,12000.0,2025-10-16 06:25:30,IMPS,0,India,India,India,India
TX000179,ACC0045,ACC0096,12000.0,2025-12-11 01:24:30,IMPS,0,UK,India,UK,UK
TX000180,ACC0264,ACC0191,500.0,2025-07-09 10:07:30,IMPS,0,UK,USA,UK,UK
TX000181,ACC0259,ACC0206,2000.0,2025-07-03 21:10:30,UPI,0,USA,UK,USA,USA
TX000182,ACC0098,ACC0102,500.0,2025-11-22 13:42:30,UPI,0,UK,USA,UK,UK
TX000183,ACC0184,ACC0101,5000.0,2025-09-22 00:39:30,IMPS,0,UK,India,UK,UK
TX000184,ACC0063,ACC0015,2000.0,2025-09-19 23:33:30,IMPS,0,UK,UK,UK,UK
TX000185,ACC0090,ACC0242,25000.0,2025-06-20 03:49:30,UPI,0,USA,UK,USA,USA
TX000186,ACC0132,ACC0046,5000.0,2026-03-15 03:08:30,UPI,0,UK,UK,UK,UK
TX000187,ACC0292,ACC0109,2000.0,2025-05-02 07:28:30,UPI,0,USA,USA,USA,USA
TX000188,ACC0137,ACC0209,25000.0,2026-03-18 18:11:30,IMPS,0,USA,USA,USA,USA
TX000189,ACC0067,ACC0088,25000.0,2026-03-25 07:55:30,CARD,0,UK,India,UK,UK
TX000190,ACC0156,ACC0140,12000.0,2025-09-18 03:42:30,IMPS,0,India,USA,India,India
TX000191,ACC0111,ACC0238,5000.0,2025-04-16 22:19:30,CARD,0,India,UK,India,India
TX000192,ACC0203,ACC0299,500.0,2026-03-25 22:29:30,IMPS,0,UK,UK,UK,UK
TX000193,ACC0287,ACC0144,5000.0,2025-04-13 11:41:30,UPI,0,USA,UK,USA,USA
TX000194,ACC0172,ACC0141,5000.0,2025-11-08 06:30:30,CARD,0,UK,USA,UK,UK
TX000195,ACC0152,ACC0096,2000.0,2025-07-08 07:14:30,UPI,0,UK,India,UK,UK
TX000196,ACC0206,ACC0163,2000.0,2026-03-15 18:40:30,IMPS,0,UK,USA,UK,UK
TX000197,ACC0132,ACC0214,12000.0,2025-09-11 16:09:30,CARD,0,UK,USA,UK,UK
TX000198,ACC0292,ACC0097,5000.0,2025-03-29 07:28:30,CARD,0,USA,UK,USA,USA
TX000199,ACC0243,ACC0183,25000.0,2025-10-27 09:18:30,CARD,0,USA,UK,USA,USA
TX000200,ACC0285,ACC0092,5000.0,2026-02-08 00:03:30,CARD,0,India,USA,India,India
TX000201,ACC0132,ACC0286,2000.0,2025-04-15 04:30:30,UPI,0,UK,UK,UK,UK
TX000202,ACC0113,ACC0181,2000.0,2025-10-23 01:21:30,IMPS,0,USA,UK,USA,USA
TX000203,ACC0190,ACC0133,25000.0,2025-10-30 00:17:30,UPI,0,USA,UK,USA,USA
TX000204,ACC0240,ACC0027,25000.0,2025-06-04 20:07:30,IMPS,0,USA,India,USA,USA
TX000205,ACC0099,ACC0256,500.0,2025-04-15 02:38:30,IMPS,0,UK,USA,UK,UK
TX000206,ACC0211,ACC0027,2000.0,2026-01-18 08:50:30,IMPS,0,UK,India,UK,UK
TX000207,ACC0291,ACC0234,2000.0,2025-10-18 17:00:30,UPI,0,India,UK,India,India
TX000208,ACC0249,ACC0170,2000.0,2025-10-19 19:08:30,UPI,0,USA,USA,USA,USA
TX000209,ACC0231,ACC0140,2000.0,2026-01-01 20:23:30,UPI,0,UK,USA,UK,UK
TX000210,ACC0250,ACC0045,2000.0,2025-05-19 01:31:30,IMPS,0,UK,UK,UK,UK
TX000211,ACC0206,ACC0219,12000.0,2025-09-14 15:09:30,CARD,0,UK,USA,UK,UK
TX000212,ACC0102,ACC0191,500.0,2025-10-15 22:59:30,UPI,0,USA,USA,USA,USA
TX000213,ACC0002,ACC0127,2000.0,2025-04-08 03:52:30,UPI,0,UK,USA,UK,UK
TX000214,ACC0052,ACC0196,25000.0,2025-06-01 06:01:30,UPI,0,UK,UK,UK,UK
TX000215,ACC0023,ACC0152,5000.0,2025-08-07 15:38:30,CARD,0,UK,UK,UK,UK
TX000216,ACC0268,ACC0172,12000.0,2025-04-12 10:50:30,IMPS,0,UK,UK,UK,UK
TX000217,ACC0183,ACC0096,2000.0,2025-09-04 14:57:30,UPI,0,UK,India,UK,UK
TX000218,ACC0067,ACC0108,500.0,2025-05-31 23:01:30,UPI,0,UK,UK,UK,UK
TX000219,ACC0187,ACC0019,12000.0,2025-05-06 06:22:30,CARD,0,UK,UK,UK,UK
TX000220,ACC0024,ACC0055,500.0,2026-03-04 17:04:30,IMPS,0,UK,UK,UK,UK
TX000221,ACC0227,ACC0194,500.0,2025-06-22 06:41:30,CARD,0,USA,India,USA,USA
TX000222,ACC0078,ACC0105,500.0,2025-10-26 01:29:30,UPI,0,UK,UK,UK,UK
TX000223,ACC0266,ACC0138,25000.0,2025-05-22 17:03:30,IMPS,0,UK,India,UK,UK
TX000224,ACC0053,ACC0261,25000.0,2026-01-28 06:04:30,UPI,0,UK,UK,UK,UK
TX000225,ACC0254,ACC0101,25000.0,2025-12-17 06:18:30,CARD,0,India,India,India,India
TX000226,ACC0103,ACC0183,12000.0,2025-10-29 10:09:30,CARD,0,USA,UK,USA,USA
TX000227,ACC0254,ACC0106,12000.0,2025-10-11 08:11:30,UPI,0,India,India,India,India
TX000228,ACC0045,ACC0056,25000.0,2025-04-21 00:02:30,UPI,0,UK,India,UK,UK
TX000229,ACC0261,ACC0038,500.0,2025-11-17 18:57:30,IMPS,0,UK,USA,UK,UK
TX000230,ACC0151,ACC0135,12000.0,2026-03-04 11:19:30,UPI,0,India,UK,India,India
TX000231,ACC0020,ACC0148,5000.0,2025-04-17 04:44:30,CARD,0,UK,India,UK,UK
TX000232,ACC0059,ACC0048,500.0,2026-03-25 10:29:30,CARD,0,UK,USA,UK,UK
TX000233,ACC0087,ACC0168,5000.0,2025-08-16 19:54:30,CARD,0,UK,USA,UK,UK
TX000234,ACC0047,ACC0190,5000.0,2025-12-26 11:46:30,IMPS,0,India,USA,India,India
TX000235,ACC0233,ACC0139,12000.0,2025-04-09 23:20:30,IMPS,0,USA,USA,USA,USA
TX000236,ACC0085,ACC0057,2000.0,2025-04-06 16:08:30,UPI,0,USA,USA,USA,USA
TX000237,ACC0053,ACC0213,25000.0,2025-07-24 20:28:30,IMPS,0,UK,UK,UK,UK
TX000238,ACC0092,ACC0194,5000.0,2025-05-20 14:16:30,CARD,0,USA,India,USA,USA
TX000239,ACC0066,ACC0247,12000.0,2026-01-31 01:43:30,UPI,0,USA,India,USA,USA
TX000240,ACC0032,ACC0133,5000.0,2026-03-22 16:16:30,CARD,0,USA,UK,USA,USA
TX000241,ACC0268,ACC0295,25000.0,2025-12-04 17:16:30,IMPS,0,UK,UK,UK,UK
TX000242,ACC0265,ACC0267,25000.0,2026-02-09 01:29:30,CARD,0,India,USA,India,India
TX000243,ACC0127,ACC0246,5000.0,2025-04-23 17:30:30,IMPS,0,USA,UK,USA,USA
TX000244,ACC0076,ACC0285,25000.0,2026-03-02 14:30:30,UPI,0,UK,India,UK,UK
TX000245,ACC0258,ACC0240,12000.0,2026-01-04 12:23:30,IMPS,0,UK,USA,UK,UK
TX000246,ACC0164,ACC0123,5000.0,2025-11-07 13:39:30,UPI,0,USA,USA,USA,USA
TX000247,ACC0281,ACC0193,12000.0,2025-11-29 12:42:30,IMPS,0,India,India,India,India
TX000248,ACC0293,ACC0229,500.0,2025-07-17 00:51:30,UPI,0,USA,USA,USA,USA
TX000249,ACC0254,ACC0009,500.0,2025-09-04 02:09:30,CARD,0,India,India,India,India
TX000250,ACC0281,ACC0000,500.0,2025-05-23 19:31:30,IMPS,0,India,USA,India,India
TX000251,ACC0260,ACC0287,2000.0,2025-04-27 17:42:30,IMPS,0,UK,USA,UK,UK
TX000252,ACC0186,ACC0027,2000.0,2025-08-09 04:36:30,CARD,0,India,India,India,India
TX000253,ACC0242,ACC0186,12000.0,2026-01-30 11:23:30,CARD,0,UK,India,UK,UK
TX000254,ACC0113,ACC0001,5000.0,2025-09-28 18:20:30,IMPS,0,USA,India,USA,USA
TX000255,ACC0280,ACC0267,5000.0,2025-04-04 12:09:30,UPI,0,UK,USA,UK,UK
TX000256,ACC0252,ACC0071,12000.0,2026-02-03 06:32:30,UPI,0,UK,India,UK,UK
TX000257,ACC0096,ACC0061,12000.0,2025-12-09 00:19:30,UPI,0,India,India,India,India
TX000258,ACC0173,ACC0055,12000.0,2026-03-05 18:18:30,CARD,0,USA,UK,USA,USA
TX000259,ACC0063,ACC0230,12000.0,2025-04-25 20:39:30,UPI,0,UK,USA,UK,UK
TX000260,ACC0255,ACC0002,25000.0,2026-03-04 21:12:30,IMPS,0,USA,UK,USA,USA
TX000261,ACC0299,ACC0247,25000.0,2025-12-28 16:34:30,UPI,0,UK,India,UK,UK
TX000262,ACC0065,ACC0053,12000.0,2025-04-26 19:33:30,IMPS,0,UK,UK,UK,UK
TX000263,ACC0258,ACC0196,12000.0,2025-05-21 16:23:30,UPI,0,UK,UK,UK,UK
TX000264,ACC0140,ACC0203,5000.0,2025-10-30 00:20:30,UPI,0,USA,UK,USA,USA
TX000265,ACC0070,ACC0211,25000.0,2025-04-04 15:39:30,IMPS,0,India,UK,India,India
